time,open,high,low,close,volume,ticker
2024-06-13,59270,59610,59100,59180,2803600,VNM
2024-06-14,59270,59540,58560,58560,4124200,VNM
2024-06-17,58650,58920,58380,58380,3617600,VNM
2024-06-18,58830,58830,58300,58300,2751700,VNM
2024-06-19,58380,58380,57590,57770,6155000,VNM
2024-06-20,57860,59100,57670,58380,4397100,VNM
2024-06-21,58830,59360,58380,58380,3967700,VNM
2024-06-24,58470,58920,57770,57940,3847700,VNM
2024-06-25,58210,58560,57940,57940,2433600,VNM
2024-06-26,58210,58210,57590,57670,2485100,VNM
2024-06-27,57670,58040,57590,57770,2708400,VNM
2024-06-28,57940,58380,57770,57940,2731700,VNM
2024-07-01,58210,58380,57770,58380,1909300,VNM
2024-07-02,58380,58650,58210,58560,2042800,VNM
2024-07-03,58560,58650,58380,58560,1332600,VNM
2024-07-04,58650,59180,58650,58730,2688900,VNM
2024-07-05,58730,59710,58730,59450,4180100,VNM
2024-07-08,59540,59880,59270,59790,4942400,VNM
2024-07-09,59790,59980,59450,59710,5045200,VNM
2024-07-10,59710,59980,59100,59100,3881700,VNM
2024-07-11,59180,59270,58650,58650,3787100,VNM
2024-07-12,58730,58920,58470,58650,2079900,VNM
2024-07-15,58650,59180,58560,58560,2155300,VNM
2024-07-16,58730,59000,58470,58470,2243700,VNM
2024-07-17,58560,58830,58040,58120,3464800,VNM
2024-07-18,58380,58380,57940,58300,2283000,VNM
2024-07-19,58300,58300,57590,57770,3392700,VNM
2024-07-22,57770,58380,57670,57860,2654800,VNM
2024-07-23,58040,58650,57940,58300,3777800,VNM
2024-07-24,58210,58470,58040,58040,3613500,VNM
2024-07-25,58040,58120,57770,58040,1957600,VNM
2024-07-26,57860,58560,57860,58210,2975400,VNM
2024-07-29,58560,59790,58300,59450,5781800,VNM
2024-07-30,59540,60510,59180,59880,6375600,VNM
2024-07-31,60600,63690,60600,63330,21144900,VNM
2024-08-01,63520,63600,62000,62190,8865800,VNM
2024-08-02,61920,63600,61920,63250,10290200,VNM
2024-08-05,62800,62990,60600,61390,12155500,VNM
2024-08-06,62190,64849,61920,64310,13496200,VNM
2024-08-07,64750,65290,64050,65290,10700700,VNM
2024-08-08,65379,65810,63860,64310,5811000,VNM
2024-08-09,64390,64920,64129,64849,4527500,VNM
2024-08-12,64849,65810,64390,64580,5804000,VNM
2024-08-13,64390,65810,64310,65290,6734400,VNM
2024-08-14,65450,65550,64849,65450,5456200,VNM
2024-08-15,65450,65980,65190,65290,4255800,VNM
2024-08-16,65450,65550,64750,65290,7392900,VNM
2024-08-19,65450,67240,65290,67240,7917900,VNM
2024-08-20,67240,67410,66610,66870,4177300,VNM
2024-08-21,66520,67320,66440,66610,3991000,VNM
2024-08-22,67240,67240,65120,65640,6025900,VNM
2024-08-23,66250,66870,65810,66250,3307600,VNM
2024-08-26,66250,66350,64849,64920,6324800,VNM
2024-08-27,64920,65290,64230,65019,4265800,VNM
2024-08-28,65120,65450,64750,65379,3352800,VNM
2024-08-29,65190,65450,64920,65019,2042900,VNM
2024-08-30,65120,66180,64920,65379,3675800,VNM
2024-09-04,64849,65910,64660,65720,2839100,VNM
2024-09-05,65720,66700,65550,66080,5857500,VNM
2024-09-06,66250,66790,66180,66700,3641800,VNM
2024-09-09,66440,66440,65640,66180,2638800,VNM
